Week,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards,Holds,Misses,First Downs,TD,Fumbles,Int,Conduct
1,C.Johnston,PHI,6,313,0,1,1,1,4,1,0,1,0,0,0,2,11,2,0,0,0,0,0,0
1,M.Bosher,ATL,6,286,0,0,1,0,2,0,0,1,0,0,0,4,29,2,1,0,0,0,0,0
1,C.Bojorquez,BUF,8,397,0,0,1,2,4,0,0,3,0,0,0,5,54,1,1,0,0,1,0,0
1,S.Koch,BAL,5,257,0,0,0,1,3,1,0,3,0,0,0,3,19,7,0,0,0,0,0,0
1,J.Berry,PIT,7,275,0,0,3,1,2,0,0,3,0,0,0,1,15,3,1,0,0,0,0,0
1,B.Colquitt,CLE,12,522,0,1,2,3,3,0,0,6,2,0,0,5,56,3,0,0,0,0,0,0
1,R.Sanchez,IND,2,95,0,0,1,0,0,0,0,0,0,0,0,1,-1,5,1,0,0,0,0,0
1,K.Huber,CIN,2,96,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
1,M.Haack,MIA,4,215,0,2,0,0,2,2,0,0,0,0,0,2,44,5,0,0,0,0,0,0
1,B.Kern,TEN,4,179,0,0,1,1,1,0,0,4,0,0,0,2,1,4,0,0,0,0,0,0
1,B.Pinion,SF,4,174,0,0,1,0,0,0,0,1,0,0,0,3,7,4,0,0,0,0,0,0
1,M.Wile,MIN,6,230,0,0,1,1,1,0,0,4,1,1,0,2,14,3,0,0,0,0,0,0
1,R.Allen,NE,6,281,0,0,1,0,2,0,0,2,2,1,1,2,20,5,0,0,0,0,0,0
1,T.Daniel,HOU,6,230,0,0,3,1,0,0,0,3,1,0,0,1,0,4,0,0,0,0,0,0
1,T.Morstead,NO,3,156,0,0,0,0,2,0,0,0,0,0,0,3,19,4,0,0,0,0,0,0
1,B.Anger,TB,1,42,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0
1,R.Dixon,NYG,5,247,0,1,0,1,3,0,0,0,0,0,0,2,10,3,0,0,0,0,0,0
1,L.Cooke,JAX,7,264,0,0,1,2,0,0,0,4,0,0,0,3,4,3,0,0,0,0,0,0
1,D.Kaser,LAC,2,120,0,0,0,0,2,1,0,0,0,0,0,2,95,2,1,0,0,0,0,0
1,C.Sturgis,LAC,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0
1,D.Colquitt,KC,5,256,0,0,1,0,2,2,0,3,1,1,0,2,-5,5,0,0,0,0,0,0
1,T.Way,WAS,4,186,0,0,2,0,2,0,0,2,1,0,0,2,44,4,0,0,0,0,0,0
1,A.Lee,ARI,5,263,0,1,2,0,4,1,0,3,1,0,0,2,12,0,0,0,0,0,0,0
1,C.Jones,DAL,6,293,0,0,2,0,4,0,0,2,0,0,0,4,62,0,1,0,0,0,0,0
1,M.Palardy,CAR,6,287,0,1,3,0,5,0,0,3,1,0,0,2,13,2,1,0,0,0,0,0
1,M.King,DEN,6,267,0,0,0,2,2,0,0,3,1,0,0,3,11,5,0,0,0,0,0,0
1,M.Dickson,SEA,6,354,0,0,0,2,5,3,0,4,2,1,0,2,9,4,1,0,0,0,0,0
1,J.Scott,GB,4,192,0,0,1,1,2,0,0,1,0,0,0,2,45,4,0,0,0,0,0,0
1,P.O'Donnell,CHI,4,201,0,0,3,0,1,1,0,1,0,0,0,1,17,4,0,0,0,0,0,0
1,S.Martin,DET,3,152,0,0,0,0,2,0,0,0,0,0,0,3,137,2,2,0,0,0,0,0
1,L.Edwards,NYJ,3,112,0,0,1,1,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0
1,J.Hekker,LA,2,117,0,0,0,1,2,1,0,2,1,0,0,1,10,6,1,0,0,0,0,0
1,J.Townsend,OAK,4,178,0,0,2,0,1,0,0,1,0,0,0,2,12,3,0,0,0,0,0,0
2,S.Koch,BAL,3,169,0,1,0,0,3,1,0,0,0,0,0,2,24,3,0,0,0,0,0,0
2,K.Huber,CIN,6,241,0,0,3,0,1,0,0,4,1,0,0,1,-2,6,0,0,0,0,0,0
2,M.Bosher,ATL,4,179,0,1,0,0,1,0,0,2,1,1,0,2,9,5,0,0,0,0,0,0
2,M.Palardy,CAR,4,191,0,0,2,0,2,0,0,2,0,0,0,1,3,4,0,0,0,0,0,0
2,D.Kaser,LAC,5,225,0,1,1,1,2,0,0,2,2,1,0,2,6,5,0,0,0,0,0,0
2,C.Bojorquez,BUF,5,223,0,1,1,0,2,0,0,2,0,0,0,3,17,4,0,0,0,0,0,0
2,J.Scott,GB,5,259,0,1,2,0,2,1,0,2,1,0,0,1,13,6,1,0,0,0,0,0
2,M.Wile,MIN,4,204,1,1,1,0,2,0,0,2,1,0,0,2,0,3,3,0,0,0,0,0
2,B.Colquitt,CLE,3,118,0,0,1,1,0,0,0,1,0,0,0,1,0,2,4,0,0,0,0,0
2,T.Morstead,NO,4,179,0,0,3,0,1,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0
2,M.Haack,MIA,6,295,0,0,3,2,2,1,0,5,3,1,0,1,4,2,1,0,0,0,0,0
2,L.Edwards,NYJ,5,263,0,0,2,0,3,2,0,2,0,0,0,3,48,2,1,0,0,0,0,0
2,J.Berry,PIT,5,232,0,1,0,2,2,0,0,1,1,1,1,2,54,3,2,0,0,0,0,0
2,D.Colquitt,KC,2,100,0,0,0,1,1,0,0,1,0,0,0,1,6,6,0,0,0,0,0,0
2,C.Johnston,PHI,5,280,0,1,0,0,4,2,0,3,0,0,0,4,29,3,1,0,0,0,0,0
2,B.Anger,TB,6,260,0,0,1,0,1,0,0,2,0,0,0,3,13,3,1,0,0,0,0,0
2,T.Daniel,HOU,4,164,0,1,1,0,1,0,0,2,0,0,0,1,2,3,1,0,0,0,0,0
2,B.Kern,TEN,5,261,0,0,0,1,4,1,0,1,1,0,0,4,25,4,0,0,0,0,0,0
2,R.Sanchez,IND,5,235,0,1,3,0,2,0,0,1,0,0,0,1,6,3,0,0,0,0,0,0
2,T.Way,WAS,5,182,0,0,2,1,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0
2,J.Hekker,LA,2,102,0,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0
2,A.Lee,ARI,8,403,0,0,1,1,4,0,0,1,0,0,0,6,133,0,0,0,0,0,0,0
2,B.Pinion,SF,5,227,0,0,1,0,1,0,0,3,0,0,0,4,11,6,0,0,0,0,0,0
2,S.Martin,DET,5,211,0,0,2,0,0,0,0,3,1,1,0,2,14,5,0,0,0,0,0,0
2,M.King,DEN,4,204,0,1,2,0,2,1,0,0,0,0,0,1,7,4,0,0,0,0,0,0
2,J.Townsend,OAK,4,189,0,1,0,2,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0
2,R.Allen,NE,4,222,0,1,1,0,4,0,0,1,0,0,0,2,21,4,1,0,0,0,0,0
2,L.Cooke,JAX,3,106,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0
2,R.Dixon,NYG,6,260,0,1,4,0,1,0,0,3,1,0,0,1,0,3,0,0,0,0,0,0
2,C.Jones,DAL,4,173,0,0,0,0,0,0,0,0,0,0,0,3,14,4,0,0,0,0,0,0
2,M.Dickson,SEA,7,316,0,0,1,2,5,0,0,1,1,1,0,4,58,3,0,0,0,0,0,0
2,P.O'Donnell,CHI,5,206,0,0,3,0,1,0,0,3,2,1,1,1,14,3,0,0,0,0,0,0
3,B.Colquitt,CLE,8,273,0,0,2,2,1,0,0,5,3,1,1,1,12,3,0,0,0,0,0,0
3,L.Edwards,NYJ,7,344,0,0,1,1,5,1,0,3,0,0,0,5,20,3,0,0,0,0,0,0
3,M.Bosher,ATL,5,216,1,0,2,0,0,0,0,1,0,0,0,3,16,3,0,0,0,0,0,0
3,T.Morstead,NO,4,202,0,1,0,1,2,0,0,2,1,0,0,2,12,7,0,0,0,0,0,0
3,S.Koch,BAL,4,197,1,0,1,0,1,0,0,2,1,0,0,3,31,5,0,0,0,0,0,0
3,M.King,DEN,7,287,0,0,0,1,1,0,0,3,1,0,0,3,12,2,0,0,0,0,0,0
3,M.Palardy,CAR,4,165,0,0,3,0,1,0,0,3,0,0,0,1,9,5,0,0,0,0,0,0
3,K.Huber,CIN,3,132,0,0,1,0,0,0,0,2,1,1,0,1,4,3,1,0,0,0,0,0
3,T.Daniel,HOU,3,155,0,0,1,0,2,0,0,1,0,0,0,2,6,4,0,0,0,0,0,0
3,R.Dixon,NYG,4,198,0,0,0,0,3,0,0,0,0,0,0,3,45,5,0,0,0,0,0,0
3,L.Cooke,JAX,6,273,0,1,0,0,2,0,0,2,1,1,0,4,26,2,0,0,0,0,0,0
3,B.Kern,TEN,6,280,0,1,0,2,3,0,0,3,0,0,0,2,11,3,1,0,0,0,0,0
3,B.Pinion,SF,4,148,0,0,1,2,0,0,0,1,0,0,0,1,5,3,1,0,0,0,0,0
3,D.Colquitt,KC,2,87,0,0,1,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,0,0
3,M.Haack,MIA,6,282,0,1,1,1,3,1,0,4,1,0,0,3,11,4,0,0,0,0,0,0
3,J.Townsend,OAK,3,112,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
3,M.Wile,MIN,5,259,0,1,0,2,3,2,1,1,0,0,0,1,13,0,0,0,0,0,0,0
3,C.Bojorquez,BUF,6,259,0,0,0,1,1,0,0,5,3,0,0,1,0,5,0,0,0,0,0,0
3,R.Sanchez,IND,5,222,0,0,1,0,2,0,0,2,0,0,0,4,5,4,0,0,0,0,0,0
3,C.Johnston,PHI,3,128,0,0,1,0,1,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0
3,J.Scott,GB,5,232,0,0,3,0,1,0,0,2,1,1,0,1,9,3,0,0,0,0,0,0
3,T.Way,WAS,5,235,0,0,1,0,2,0,0,1,0,0,0,4,29,5,0,0,0,0,0,0
3,D.Kaser,LAC,2,102,1,0,0,0,2,0,0,0,0,0,0,2,8,2,1,0,0,0,0,0
3,J.Hekker,LA,1,49,0,0,0,0,0,0,0,0,0,0,0,1,11,4,1,0,0,0,0,0
3,A.Lee,ARI,4,203,0,1,1,0,2,1,0,1,0,0,0,2,24,2,0,0,0,0,0,0
3,P.O'Donnell,CHI,3,158,0,1,0,0,1,1,0,1,0,0,0,2,7,4,1,0,0,0,0,0
3,C.Jones,DAL,5,240,0,0,2,1,3,0,0,1,0,0,0,3,25,3,0,0,0,0,0,0
3,M.Dickson,SEA,8,350,0,0,1,2,1,1,0,2,1,0,0,4,20,4,0,0,0,0,0,0
3,S.Martin,DET,2,90,0,0,1,1,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0
3,R.Allen,NE,5,217,0,0,0,1,1,0,0,1,0,0,0,3,28,2,0,0,0,0,0,0
